"GSM1276497" "GSM1276498" "GSM1276499" "GSM1276500" "GSM1276501" "GSM1276502" "GSM1276503" "GSM1276504" "GSM1276505" "GSM1276506"
"AT3G53270" 664 258 634 244 759 139 1016 281 118 343
"AT3G53280" 438 1 3311 172 3217 206 4096 851 145 151
"AT3G53290" 0 0 0 0 0 0 0 0 0 0
"AT3G53294" 0 0 1 0 0 0 0 1 0 0
"AT3G53300" 0 0 1 0 0 0 2 0 0 0
"AT3G53305" 0 0 0 0 0 0 0 0 0 0
"AT3G53310" 977 48 1022 57 1871 60 1878 283 73 88
"AT3G53320" 996 479 1026 501 1076 221 1364 549 582 68
"AT3G53330" 0 2 0 14 0 4 1 9 29 5
"AT3G53340" 1498 976 1520 680 1413 415 2256 961 1040 298
"AT3G53342" 0 2 0 0 0 0 0 0 0 0
"AT3G53350" 129 138 225 114 269 28 241 52 177 273
"AT3G53360" 303 88 212 50 331 28 363 75 79 16
"AT3G53365" 36 10 40 10 39 0 54 13 22 5
"AT3G53370" 496 786 1635 1412 1072 628 2851 2078 1766 192
"AT3G53380" 2110 2906 1667 2294 2210 1789 3431 2721 3220 327
"AT3G53390" 1206 1641 876 1350 1104 625 1721 1423 1938 565
"AT3G53400" 0 0 0 0 0 0 0 0 0 0
"AT3G53402" 0 0 0 0 0 0 0 0 0 0
"AT3G53403" 14 12 5 15 11 3 21 18 17 2
"AT3G53410" 280 319 171 337 203 238 453 522 639 262
"AT3G53420" 1207 1445 1296 1574 1100 812 2063 3958 3308 779
"AT3G53430" 42234 15838 32561 13472 37224 9307 64346 29510 31058 4280
"AT3G53440" 696 478 552 286 760 105 871 253 355 401
"AT3G53450" 244 3 295 9 305 2 481 46 0 24
"AT3G53460" 57232 9632 60945 15191 70321 10112 91975 27987 28742 4804
"AT3G53470" 302 269 490 566 366 460 1024 1220 929 208
"AT3G53480" 184 720 103 822 117 680 227 1045 2931 365
"AT3G53490" 173 506 81 291 101 118 255 440 384 83
"AT3G53500" 8218 5456 9001 7436 8787 4260 15087 9920 16227 884
"AT3G53510" 311 465 336 453 353 206 506 346 987 258
"AT3G53520" 1559 3999 1228 3268 1485 1819 2566 3545 7949 1702
"AT3G53530" 327 1078 659 2297 691 1614 1299 2188 2950 157
"AT3G53540" 2892 3494 2994 2242 2918 866 3795 2191 5401 793
"AT3G53550" 0 0 0 0 0 0 0 0 0 0
"AT3G53560" 7488 2852 7128 2278 8881 1624 12317 3028 3240 2156
"AT3G53570" 784 864 741 926 810 374 1388 1213 1327 583
"AT3G53580" 8505 3432 8732 4148 9843 2651 16704 6381 7901 1540
"AT3G53590" 6 6 3 3 2 0 13 5 0 0
"AT3G53600" 0 0 0 0 0 0 0 0 0 0
"AT3G53610" 1360 1924 1518 2021 1517 1020 2406 2304 2569 1010
"AT3G53611" 0 0 1 0 0 0 0 0 0 0
"AT3G53620" 739 192 1118 488 1431 510 2019 1087 835 95
"AT3G53630" 2940 1064 1880 1016 2260 534 4051 1758 2394 498
"AT3G53640" 5 45 12 42 11 14 18 36 55 18
"AT3G53650" 594 970 1007 521 1286 682 1902 1705 1510 63
"AT3G53668" 0 0 0 0 0 0 0 0 0 0
"AT3G53670" 0 1 3 0 3 0 2 1 0 1
"AT3G53680" 1341 587 1574 430 1564 270 2480 1015 982 128
"AT3G53690" 13 134 18 112 15 51 15 106 106 15
"AT3G53700" 3193 993 2000 685 2189 458 2881 795 974 456
"AT3G53710" 2130 2785 1239 1753 2802 1411 3932 3349 5665 1891
"AT3G53720" 5 4 7 0 2 0 32 7 10 0
"AT3G53730" 10814 4357 10183 2944 11241 1918 23751 10130 9052 1711
"AT3G53740" 23702 6725 18904 6364 21487 3503 42675 14261 8530 2007
"AT3G53750" 7088 3572 6370 3701 6440 1410 11979 3853 4240 295
"AT3G53760" 2094 1511 1880 1427 2143 771 3036 1414 1837 441
"AT3G53770" 0 0 0 0 0 0 0 0 0 0
"AT3G53775" 0 0 0 0 0 0 0 0 0 0
"AT3G53780" 223 379 179 264 255 152 365 267 252 62
"AT3G53790" 0 0 0 0 0 0 0 0 0 0
"AT3G53800" 268 15 546 22 881 34 1165 257 20 23
"AT3G53810" 284 364 198 346 307 149 673 398 482 31
"AT3G53820" 0 0 0 0 0 0 2 0 0 0
"AT3G53830" 460 369 280 348 622 97 1292 605 1058 31
"AT3G53840" 8 3 25 14 47 6 52 24 28 4
"AT3G53850" 1392 997 1587 1030 1477 597 2811 910 616 84
"AT3G53860" 198 254 297 303 351 127 441 279 501 132
"AT3G53870" 36228 14215 31694 14713 35565 10181 55312 24597 24835 3885
"AT3G53880" 415 324 463 355 511 192 766 434 600 162
"AT3G53890" 16969 7164 12027 6542 15982 3912 30764 14685 10556 1027
"AT3G53900" 3546 3236 4129 4068 4444 2376 7982 5358 5359 239
"AT3G53910" 0 0 0 0 0 0 1 0 0 0
"AT3G53920" 588 462 554 355 560 148 787 589 793 240
"AT3G53930" 963 1865 779 1543 850 642 1339 1487 2154 275
"AT3G53940" 1464 533 1148 448 1024 166 1604 525 1106 159
"AT3G53950" 46 87 44 101 60 116 192 237 261 14
"AT3G53960" 2 1 0 4 0 3 8 0 1 0
"AT3G53965" 0 0 0 0 0 0 0 0 0 0
"AT3G53970" 1737 2273 1214 1975 1344 1131 2742 2983 4650 357
"AT3G53980" 0 0 0 2 1 0 1 0 0 0
"AT3G53990" 269 1480 1369 1915 1618 1170 4272 3318 3431 6469
"AT3G54000" 3620 1157 3958 1365 3012 1068 7706 2128 2775 443
"AT3G54010" 2121 2737 1890 2126 1927 642 2727 2267 4163 1697
"AT3G54020" 876 3018 1030 3491 1347 2701 3441 3180 3825 117
"AT3G54030" 811 2095 648 3250 888 2011 1570 2797 3139 252
"AT3G54040" 0 30 0 12 22 181 4 224 375 72
"AT3G54050" 3198 4703 3373 4215 5301 5208 12797 12031 13290 1197
"AT3G54060" 223 86 156 57 202 61 237 81 53 18
"AT3G54070" 1 0 1 0 0 0 0 0 0 0
"AT3G54080" 3342 2240 3991 2451 4203 1787 7139 2901 3551 799
"AT3G54085" 64 78 60 55 69 42 202 161 144 0
"AT3G54090" 5713 792 4882 916 6156 361 8476 1495 1167 764
"AT3G54100" 346 605 310 487 398 200 684 510 821 284
"AT3G54110" 5494 2862 3744 2903 5373 1740 9629 4230 4387 1022
"AT3G54120" 18 107 27 72 51 49 39 42 59 13
"AT3G54130" 590 848 582 872 630 448 1153 1136 1148 165
"AT3G54140" 224 5745 56 1114 191 1858 46 1525 6645 5674
"AT3G54150" 4 135 9 0 15 15 15 40 104 112
"AT3G54160" 318 601 111 584 206 285 370 233 154 45
"AT3G54170" 2043 1171 1398 910 1599 387 2380 1122 1393 989
"AT3G54180" 1314 1428 1410 1695 1866 1139 2989 1653 1609 202
"AT3G54190" 3876 2434 3837 2777 4221 1663 6446 2412 2719 1058
"AT3G54200" 438 688 447 590 592 780 1297 1062 2227 1154
"AT3G54210" 11349 3585 11489 4676 15447 3414 34115 14774 7865 1670
"AT3G54220" 7715 1005 5279 769 6304 576 9279 2102 2556 1422
"AT3G54230" 3357 2545 2738 1884 2936 544 4186 2810 4305 1006
"AT3G54240" 0 1 1 1 5 1 1 3 21 0
"AT3G54250" 1140 1458 1082 1457 1289 751 2072 1387 1966 470
"AT3G54260" 416 165 413 108 397 252 890 776 713 82
"AT3G54270" 460 102 335 57 423 75 740 118 18 106
"AT3G54280" 7539 4906 4047 3319 5202 1213 6464 3088 4854 691
"AT3G54290" 481 819 300 888 772 989 952 1029 1633 593
"AT3G54300" 902 1290 958 1493 1086 946 2128 1693 1923 876
"AT3G54310" 0 3 0 4 1 0 1 0 0 9
"AT3G54320" 9130 15824 11296 15278 13726 7163 23900 16432 36709 3246
"AT3G54340" 27 1017 11 208 42 317 10 446 2239 855
"AT3G54350" 3377 1668 3159 1769 3591 740 4687 2090 2431 496
"AT3G54360" 1795 2012 1982 2335 2625 1466 4519 2997 2868 684
"AT3G54363" 0 0 95 123 83 22 66 49 8 6
"AT3G54366" 2058 3436 481 1127 523 527 3878 3025 2313 348
"AT3G54380" 559 552 334 564 492 260 803 559 411 165
"AT3G54390" 754 588 622 425 788 304 2148 1238 1153 319
"AT3G54400" 3756 211 5116 28 5981 13 14052 1549 36 181
"AT3G54410" 1 0 29 0 42 1 44 8 0 16
"AT3G54420" 1 2 21 1 34 0 33 23 0 13
"AT3G54430" 216 91 225 69 322 52 678 170 205 116
"AT3G54440" 4475 5083 3716 4848 4624 2521 7243 3913 6518 1127
"AT3G54450" 1 6 2 3 5 0 10 0 9 5
"AT3G54460" 2341 2429 1992 1835 1984 556 2945 1444 2028 456
"AT3G54470" 14007 6321 10031 6616 11339 2917 15931 5671 8299 2678
"AT3G54480" 1481 1189 1530 1531 1763 715 3276 1966 1655 535
"AT3G54490" 59 283 73 505 33 305 37 521 494 59
"AT3G54500" 2642 2316 893 634 922 303 1490 1820 2893 282
"AT3G54510" 46 87 15 11 53 12 252 45 35 10
"AT3G54520" 0 0 0 0 1 0 2 1 0 0
"AT3G54530" 0 0 0 0 0 0 1 2 0 0
"AT3G54540" 5673 5283 4836 4697 5176 1641 7129 4912 8649 1032
"AT3G54550" 137 3835 81 3315 69 755 173 3215 1699 245
"AT3G54560" 8082 7301 7465 4454 10002 2917 23479 11254 8994 906
"AT3G54570" 4 318 0 108 1 7 7 84 17 16
"AT3G54580" 9 96 2 32 2 3 12 45 139 181
"AT3G54590" 0 13 1 0 0 2 2 3 0 1
"AT3G54600" 10 0 1 2 0 31 35 51 7 8
"AT3G54610" 1218 965 981 859 1190 481 1524 910 1325 394
"AT3G54620" 1001 2160 1017 2359 1195 1127 1953 2595 3525 655
"AT3G54625" 0 1 1 1 1 0 3 2 0 0
"AT3G54630" 77 52 86 34 81 20 128 46 6 13
"AT3G54640" 3626 1278 2840 1064 3503 767 5784 2275 2036 287
"AT3G54650" 3788 2427 3032 2213 3398 1005 4991 2193 2781 483
"AT3G54660" 10029 4677 8292 4837 8615 2447 14270 5417 6828 496
"AT3G54670" 6353 3812 5605 1879 5662 559 5761 2544 3470 1750
"AT3G54680" 732 165 714 227 938 178 1370 457 832 172
"AT3G54690" 586 1206 459 1236 654 598 972 1096 2195 1119
"AT3G54700" 0 0 0 0 2 1 0 0 1 0
"AT3G54710" 2252 680 830 448 1492 366 1736 466 472 161
"AT3G54720" 2287 99 1803 217 1917 189 3139 794 385 191
"AT3G54730" 104 78 0 2 1 6 128 46 29 6
"AT3G54740" 498 340 479 240 457 153 763 281 350 397
"AT3G54750" 6102 2242 4904 1694 4300 809 6966 1758 1708 344
"AT3G54760" 11285 6164 9622 3812 9160 1085 10782 4717 8157 2492
"AT3G54770" 4 93 4 28 7 50 15 125 163 4
"AT3G54780" 687 39 342 17 192 19 350 56 76 23
"AT3G54790" 1972 582 1801 502 1582 152 2258 545 580 285
"AT3G54800" 1 25 0 12 0 3 1 27 52 5
"AT3G54802" 0 0 0 0 0 0 0 0 0 0
"AT3G54804" 0 0 0 0 0 0 0 0 0 0
"AT3G54810" 471 2132 1072 2278 904 1800 2678 2153 5923 1831
"AT3G54820" 320 4531 198 972 279 845 766 1252 6845 556
"AT3G54823" 0 0 0 0 0 0 0 0 0 0
"AT3G54826" 1328 853 1070 643 1139 406 2215 1228 939 179
"AT3G54830" 11 377 1 0 4 0 37 5 3 6
"AT3G54840" 1318 1703 1322 1540 1731 1098 3179 2308 1788 497
"AT3G54850" 749 741 792 724 992 431 1479 642 1159 268
"AT3G54860" 1272 1912 1001 1785 1254 982 1950 1598 2087 588
"AT3G54870" 507 157 319 72 299 15 393 111 136 50
"AT3G54880" 264 183 192 113 408 54 1022 355 91 274
"AT3G54890" 29799 16458 41770 19202 45103 18929 154059 89216 73331 1948
"AT3G54900" 1456 983 1416 1442 1504 790 3513 2023 1731 296
"AT3G54910" 347 163 328 214 503 84 510 158 84 56
"AT3G54920" 8545 2057 7787 839 9611 496 19410 4047 3043 1044
"AT3G54925" 0 0 0 0 0 0 1 0 0 0
"AT3G54930" 405 414 308 305 389 174 633 362 539 228
"AT3G54940" 2035 386 4836 858 5702 179 24442 3521 926 361
"AT3G54950" 176 58 283 83 229 68 460 171 103 79
"AT3G54960" 1987 4253 1669 2849 2163 1616 3969 3684 5058 390
"AT3G54970" 899 404 769 333 830 202 1303 597 563 111
"AT3G54980" 1285 475 935 450 1064 195 1281 308 616 181
"AT3G54990" 5 11 5 18 7 6 38 10 14 4
"AT3G55000" 2313 1286 2086 1069 2351 676 3721 1786 1953 482
"AT3G55005" 1454 1756 1050 1315 1386 757 2320 1867 2543 270
"AT3G55010" 7178 1456 4216 1048 5430 814 7491 2008 2535 296
"AT3G55020" 3923 3263 2446 2064 3276 1019 4662 3414 5389 825
"AT3G55030" 748 919 602 1068 764 497 1608 1324 1197 109
"AT3G55040" 1222 506 875 565 954 296 2145 781 817 49
"AT3G55050" 1217 955 1048 1115 1269 721 2378 1151 1081 175
"AT3G55060" 2616 5933 1773 3094 1833 718 1991 3458 6021 937
"AT3G55070" 840 1891 785 1655 891 781 1591 1511 1748 533
"AT3G55080" 400 103 426 132 526 92 645 246 206 12
"AT3G55090" 33 62 71 143 73 109 158 169 251 17
"AT3G55100" 0 4 0 0 0 0 0 2 0 0
"AT3G55110" 692 290 207 7 637 2 611 56 39 3
"AT3G55120" 1358 2380 963 338 763 341 2265 616 4552 1107
"AT3G55130" 139 1 156 13 132 1 142 24 6 1
"AT3G55140" 828 663 703 825 878 316 1308 747 802 228
"AT3G55150" 14 17 16 5 6 0 17 6 12 0
"AT3G55160" 6409 1692 2929 985 3829 454 3947 883 1256 320
"AT3G55170" 1826 198 1382 204 2807 407 4100 1735 1020 508
"AT3G55180" 1 0 0 0 1 0 1 0 9 6
"AT3G55190" 0 0 0 0 0 0 0 0 0 0
"AT3G55200" 865 348 739 360 726 121 1243 336 738 149
"AT3G55210" 20 6 18 8 43 0 45 7 7 0
"AT3G55220" 969 386 415 232 462 122 968 312 602 95
"AT3G55230" 0 0 0 0 0 0 1 0 0 0
"AT3G55240" 5 9 8 36 60 45 192 137 4 14
"AT3G55250" 1414 346 1472 453 1577 269 2838 831 404 280
"AT3G55252" 0 0 0 0 0 0 0 0 0 0
"AT3G55254" 0 0 0 0 0 0 0 0 0 0
"AT3G55258" 0 0 0 0 0 0 0 0 0 0
"AT3G55260" 2274 2245 1923 2191 2274 1583 4973 2542 3544 718
"AT3G55270" 2884 2105 2675 2308 2929 1159 4520 1869 3365 755
"AT3G55280" 15200 4563 10519 4283 11528 2170 18647 6969 5634 1350
"AT3G55290" 1 10 2 21 2 12 9 80 67 5
"AT3G55300" 0 0 0 0 0 0 0 0 0 0
"AT3G55310" 4 4 5 2 11 0 16 10 4 9
"AT3G55320" 2181 1250 1295 1076 1478 468 2165 1118 1802 368
"AT3G55330" 1081 422 1002 545 1346 468 2382 1019 277 203
"AT3G55340" 3864 1297 2277 771 1996 313 2708 1277 1727 512
"AT3G55350" 1128 1120 672 698 1130 493 1689 1173 1503 245
"AT3G55360" 11279 9509 11360 9165 10852 4371 22830 9581 13025 1100
"AT3G55370" 282 0 210 13 285 17 595 62 6 17
"AT3G55380" 2489 1351 1902 1235 2263 749 4136 1740 1322 257
"AT3G55390" 652 792 620 717 631 356 1325 999 1032 126
"AT3G55400" 5865 717 4013 557 4405 210 6100 1130 902 341
"AT3G55410" 17134 8446 8653 6428 8942 2613 12118 4701 9217 1512
"AT3G55420" 279 61 191 187 260 72 516 191 382 362
"AT3G55430" 6820 4386 7937 4866 9279 7044 30115 12116 25658 636
"AT3G55440" 30078 30508 32909 37118 38824 23046 86840 51293 74611 3475
"AT3G55450" 1121 525 1079 591 1250 329 2560 979 1103 301
"AT3G55460" 5538 3567 6127 4731 6377 2491 11722 7588 9581 402
"AT3G55470" 211 370 106 515 194 144 274 357 668 270
"AT3G55480" 1556 2348 1536 2176 2238 1180 2639 1671 2095 312
"AT3G55485" 23 19 45 53 38 19 80 19 15 35
"AT3G55490" 234 243 203 245 257 62 398 211 135 33
"AT3G55500" 2 0 0 0 3 0 4 0 1 0
"AT3G55510" 4596 988 2824 730 2499 153 3099 550 513 194
"AT3G55512" 0 1 0 0 0 0 0 0 0 0
"AT3G55515" 0 2 0 0 0 0 0 0 0 0
"AT3G55520" 1147 711 972 674 865 302 1210 1107 1204 202
"AT3G55530" 619 697 523 831 628 500 1217 937 934 108
"AT3G55540" 0 6 0 2 0 1 1 0 0 0
"AT3G55550" 9 0 19 0 19 0 19 0 0 0
"AT3G55560" 4671 958 5037 1160 4253 652 6207 2258 2697 483
"AT3G55566" 1 4 33 470 0 19 10 177 18 49
"AT3G55570" 0 0 0 0 0 0 0 0 0 0
"AT3G55573" 0 0 0 0 0 0 0 0 0 0
"AT3G55580" 252 117 104 64 134 49 212 154 185 10
"AT3G55590" 2 73 4 77 1 26 8 77 44 0
"AT3G55600" 434 392 415 270 493 184 841 706 578 106
"AT3G55605" 2184 650 1684 564 1848 332 2726 760 820 175
"AT3G55610" 4167 6438 3056 5248 3464 2506 5038 4529 7088 807
"AT3G55620" 7685 3662 5421 3060 5641 1896 9590 4997 5564 500
"AT3G55630" 21 4 48 9 45 4 37 25 30 2
"AT3G55640" 360 392 276 318 330 168 716 446 682 130
"AT3G55646" 5 150 18 237 44 92 134 160 185 67
"AT3G55650" 0 0 1 0 0 1 0 0 0 0
"AT3G55660" 3065 835 2008 542 3512 884 4928 1529 1405 293
"AT3G55665" 0 0 1 0 0 0 1 0 0 0
"AT3G55670" 6 4 0 1 2 0 2 2 0 3
"AT3G55672" 0 1 0 0 0 0 0 0 0 0
"AT3G55677" 0 0 0 1 0 0 2 0 0 0
"AT3G55680" 0 3 0 3 0 0 0 7 7 2
"AT3G55690" 291 41 226 63 241 40 329 85 138 76
"AT3G55700" 2 14 0 21 0 3 0 21 20 7
"AT3G55710" 22 1 16 3 24 0 58 10 0 0
"AT3G55720" 1 0 3 8 7 0 34 6 2 17
"AT3G55730" 307 1121 291 1446 447 1472 540 1896 1939 297
"AT3G55734" 0 0 0 0 0 0 0 0 0 0
"AT3G55735" 0 0 0 0 0 1 0 0 3 0
"AT3G55740" 45 158 136 168 177 172 361 236 143 35
"AT3G55750" 17313 4440 11325 3609 15605 2379 25441 9560 6420 2063
"AT3G55760" 1849 1294 1400 1522 1688 612 3047 1616 4577 299
"AT3G55770" 3129 3741 3228 7115 3971 4235 7183 7703 11211 1389
"AT3G55780" 126 13 81 6 30 15 137 29 0 10
"AT3G55790" 0 0 0 0 0 0 0 0 0 0
"AT3G55795" 0 0 0 0 0 0 0 0 0 0
"AT3G55800" 6847 6941 8802 5196 10778 4844 22918 12227 12498 980
"AT3G55810" 1 0 0 0 0 1 0 0 0 0
"AT3G55820" 171 237 77 78 120 38 199 142 184 64
"AT3G55830" 654 817 579 882 749 622 1439 994 955 487
"AT3G55840" 22 10 103 14 185 23 927 145 23 0
"AT3G55850" 1574 1522 1653 2109 1598 797 2421 1760 2706 325
"AT3G55860" 2 3 3 6 9 10 15 24 2 5
"AT3G55870" 0 0 0 1 1 0 0 0 6 0
"AT3G55880" 19 309 15 406 16 137 37 284 279 49
"AT3G55890" 0 0 0 1 1 2 0 0 0 0
"AT3G55900" 0 0 0 0 2 2 3 22 11 0
"AT3G55910" 0 5 0 2 2 0 5 0 0 1
"AT3G55920" 849 733 630 531 703 273 1309 1018 1186 207
"AT3G55930" 0 2 2 0 1 1 3 8 4 5
"AT3G55940" 22 272 46 163 17 33 33 153 68 59
"AT3G55950" 70 1123 104 637 88 278 301 735 1350 115
"AT3G55960" 852 783 995 842 1270 657 2582 1196 1250 422
"AT3G55970" 0 0 0 0 0 0 0 0 2 1
"AT3G55980" 5642 2550 7197 1616 7258 3412 24209 4454 9835 115
"AT3G55990" 1 10 5 2 8 1 19 2 6 0
"AT3G56000" 1 17 0 6 0 0 0 2 0 0
"AT3G56010" 918 507 717 410 1113 402 2105 842 692 228
"AT3G56020" 13712 3142 7889 3243 12098 1435 23717 8567 4370 7355
"AT3G56030" 309 77 180 74 200 18 263 78 133 61
"AT3G56040" 2275 1545 2131 1483 3021 778 3905 2036 2057 585
"AT3G56050" 2535 2906 2696 2919 3492 1702 6380 2742 4714 1047
"AT3G56060" 10 22 11 28 20 8 27 25 20 9
"AT3G56070" 9255 2011 7440 2325 7992 1000 13459 3330 2681 358
"AT3G56080" 24 573 21 291 12 87 39 265 119 87
"AT3G56085" 0 0 0 0 0 0 0 0 0 0
"AT3G56090" 11047 6474 7109 4841 7295 5648 11159 10571 6715 995
"AT3G56100" 5248 1320 4165 987 4339 818 6002 1507 2192 365
"AT3G56110" 2143 1854 2126 1741 2387 1191 4189 2846 3827 487
"AT3G56120" 2174 871 1996 750 2110 414 2786 731 761 560
"AT3G56130" 8638 5691 10019 5688 11257 4052 20103 9610 11334 645
"AT3G56140" 1349 1299 1300 1185 1468 671 2740 1788 2164 521
"AT3G56150" 38908 20754 27760 15274 32566 6852 39471 16890 34248 5282
"AT3G56160" 1821 966 1658 805 1848 396 2582 1535 1463 198
"AT3G56170" 9 119 17 177 18 123 12 201 291 112
"AT3G56180" 0 1 0 1 0 0 0 3 0 0
"AT3G56190" 4100 5065 3718 4809 4414 2700 6900 4787 8176 2908
"AT3G56200" 12 150 19 163 36 123 145 162 943 325
"AT3G56210" 902 833 642 665 914 418 1662 1074 725 337
"AT3G56220" 105 3 186 0 230 0 447 43 0 0
"AT3G56230" 1 2 0 3 2 0 0 3 8 3
"AT3G56240" 142 3924 543 8095 685 5183 318 9463 12141 1703
"AT3G56250" 127 90 117 80 110 37 210 133 147 8
"AT3G56260" 85 556 102 797 127 392 120 711 1812 1540
"AT3G56270" 902 408 718 425 756 180 1311 558 926 216
"AT3G56275" 3 5 15 31 24 9 60 34 14 0
"AT3G56277" 0 13 0 0 0 0 0 5 0 0
"AT3G56280" 0 11 0 1 0 0 0 1 16 0
"AT3G56290" 5 59 6 10 2 3 10 39 108 0
"AT3G56300" 378 231 299 189 334 109 474 304 417 8
"AT3G56310" 2231 3148 2169 3631 2358 2180 4712 3636 4929 2293
"AT3G56320" 715 10859 608 11481 523 4178 736 5572 7492 607
"AT3G56330" 821 702 663 658 850 320 1388 825 985 156
"AT3G56340" 24399 8194 19494 7469 23694 5767 42578 21651 24153 2003
"AT3G56350" 0 4 0 0 0 4 0 3 0 0
"AT3G56360" 198 641 348 660 927 625 1812 1227 2207 199
"AT3G56370" 27929 4778 25365 7161 24167 4445 37212 7462 7777 1388
"AT3G56380" 0 0 0 0 0 0 1 0 0 0
"AT3G56390" 0 4 0 0 0 0 0 0 0 0
"AT3G56400" 5 0 39 1 43 1 195 32 0 0
"AT3G56408" 24 17 15 9 22 6 37 18 26 29
"AT3G56410" 19 2 5 9 22 3 13 11 0 4
"AT3G56420" 2 0 0 2 4 0 2 0 0 0
"AT3G56430" 2416 1392 1741 1034 1702 435 2536 1028 1554 413
"AT3G56440" 152 168 119 166 148 94 249 222 190 200
"AT3G56450" 239 221 115 130 236 112 370 307 262 59
"AT3G56460" 2326 3198 2685 3867 3088 2445 5328 4476 5921 1422
"AT3G56470" 105 262 130 250 107 129 191 162 128 31
"AT3G56480" 1321 374 1228 265 1130 153 2189 508 428 228
"AT3G56490" 2836 1067 2422 870 3373 759 7126 3458 1990 287
"AT3G56500" 1 0 0 0 7 0 6 0 0 0
"AT3G56510" 1392 741 986 625 1398 358 2011 1044 1247 591
"AT3G56520" 10 187 2 289 10 69 28 193 73 15
"AT3G56530" 2 5 0 0 0 0 2 1 1 0
"AT3G56540" 11 49 15 24 14 12 35 39 189 5
"AT3G56550" 155 45 78 29 116 5 171 34 33 43
"AT3G56560" 0 0 0 0 2 0 0 0 0 2
"AT3G56570" 588 102 352 95 360 25 508 139 150 18
"AT3G56580" 1353 3280 1344 3375 1486 1568 2746 4492 7242 980
"AT3G56590" 2034 2932 2013 3054 2789 1099 3244 3749 5126 3877
"AT3G56600" 4 21 19 20 28 12 25 21 75 17
"AT3G56610" 0 0 0 0 0 0 0 0 0 0
"AT3G56620" 12 28 2 24 0 21 1 56 36 35
"AT3G56630" 64 236 49 214 65 118 128 276 315 109
"AT3G56640" 1828 1210 1452 1210 1485 561 2181 892 1484 198
"AT3G56650" 770 181 660 181 835 169 1629 538 276 145
"AT3G56660" 7 0 17 0 45 1 30 7 6 0
"AT3G56670" 0 0 0 0 0 3 0 0 0 0
"AT3G56680" 5963 2018 4860 2279 5763 1287 9102 3527 2889 472
"AT3G56690" 1967 940 1201 583 1437 176 1861 531 981 268
"AT3G56700" 0 68 6 149 0 0 0 3 17 10
"AT3G56705" 5 6 22 19 8 26 27 86 6 0
"AT3G56710" 117 29 216 16 225 6 988 80 65 0
"AT3G56720" 1960 1706 2003 1663 1891 891 3354 2539 2989 1065
"AT3G56730" 16 166 16 169 9 47 36 167 83 21
"AT3G56740" 799 903 830 840 767 425 1690 1005 1279 185
"AT3G56750" 1355 871 1475 1124 1629 562 3084 1331 1134 333
"AT3G56760" 894 816 730 767 793 342 1194 740 1195 263
"AT3G56770" 52 6 107 1 101 0 121 17 0 6
"AT3G56780" 18 206 16 112 12 22 10 79 63 0
"AT3G56790" 34 5 51 4 179 12 168 49 32 0
"AT3G56800" 4614 4291 4901 5061 6419 3305 13839 6663 6014 1412
"AT3G56810" 167 28 497 52 430 52 970 248 95 56
"AT3G56820" 377 711 428 662 333 344 819 937 1157 179
"AT3G56825" 6 10 12 11 17 26 23 113 21 3
"AT3G56830" 195 130 165 152 172 102 319 241 157 45
"AT3G56840" 321 277 259 306 359 121 565 302 338 19
"AT3G56850" 3507 3508 3602 3930 3961 2028 7434 4094 5682 814
"AT3G56860" 6072 4785 5283 3929 5359 1835 7100 5563 10641 1576
"AT3G56870" 2057 824 1983 468 2088 105 2329 560 512 231
"AT3G56880" 10591 2984 12897 3333 15283 2670 43508 12917 8698 656
"AT3G56890" 0 4 8 11 8 0 16 8 24 0
"AT3G56891" 0 0 0 0 2 0 4 1 0 0
"AT3G56900" 1965 820 1211 580 1406 268 2156 842 1339 108
"AT3G56910" 10938 3442 11514 3847 13497 2831 25708 10766 5549 1659
"AT3G56920" 22 21 76 14 93 12 133 32 16 0
"AT3G56930" 83 268 70 169 68 69 99 78 92 80
"AT3G56940" 25782 11174 32293 12505 36043 11174 79002 29131 22655 2179
"AT3G56950" 906 1507 1032 2119 1027 1422 2318 2417 2748 248
"AT3G56960" 531 583 419 460 513 181 712 664 1385 175
"AT3G56970" 0 0 0 1 0 0 0 0 0 0
"AT3G56980" 0 0 0 0 0 0 0 0 0 0
"AT3G56990" 5865 1554 3992 1184 3152 173 4505 1391 2250 608
"AT3G57000" 4572 1445 2900 1089 3700 556 4481 1501 1894 1465
"AT3G57010" 217 382 94 116 62 64 76 114 155 24
"AT3G57020" 0 1 0 1 0 3 10 0 0 11
"AT3G57030" 656 883 633 836 470 693 1037 1053 1576 90
"AT3G57040" 41 37 17 23 50 47 46 22 80 105
"AT3G57050" 3214 1474 2304 1554 2999 793 5193 2252 1881 256
"AT3G57060" 4913 2454 4328 1310 4226 376 4920 1614 2464 331
"AT3G57062" 61 114 72 134 91 97 177 163 156 147
"AT3G57070" 2009 2156 1246 1199 1494 719 3107 1351 2029 1067
"AT3G57072" 6 2 5 2 7 3 9 0 5 0
"AT3G57080" 2254 934 2137 1013 2622 623 5054 1933 1305 244
"AT3G57090" 1227 1547 836 1118 1060 688 2072 2051 2833 233
"AT3G57100" 5 10 2 3 1 0 8 3 5 0
"AT3G57110" 35 13 21 3 14 0 36 9 12 0
"AT3G57120" 917 683 1113 584 886 381 2048 892 1708 255
"AT3G57130" 78 0 146 0 94 0 150 8 0 9
"AT3G57140" 595 415 636 317 669 197 988 505 976 72
